id	filename	md5	size	state
15b685f6-f54d-4380-89ef-27f567cb3168	4d08c334deb930cb713dee055ba6851d.bam	4d08c334deb930cb713dee055ba6851d	8492646108	validated
16668470-944f-4e79-bdb2-875d5b3ec715	b7db794f12541dd5e4bdf073c4e652cd.bam	b7db794f12541dd5e4bdf073c4e652cd	4661464376	validated
17176574-bbed-4fb4-8e72-84e74ba86794	e2056b3486c7ec26f1240bc1997a2f3f.bam	e2056b3486c7ec26f1240bc1997a2f3f	5407543948	validated
172df0d1-f546-491a-86e5-b9253d65494a	fd7470464fd9faa84522114bb5d2f138.bam	fd7470464fd9faa84522114bb5d2f138	5830955662	validated
17d9e68e-2f4c-49b7-bab5-ed425a09a8a7	3e8b5af930be866dae2507f1a77340fe.bam	3e8b5af930be866dae2507f1a77340fe	5484800421	validated
180ade95-1b88-46c4-b0df-bb7b4521689d	bf1d775ab52b35ccc17769a4c6ace01b.bam	bf1d775ab52b35ccc17769a4c6ace01b	4567025574	validated
1861832f-69b0-4c3c-9a1b-1ddef0f1bc55	21fc44882568f712a12d25715705541a.bam	21fc44882568f712a12d25715705541a	5039346040	validated
193e5cdc-0537-4667-93e4-77830d61cd71	958203c606c859ce22974914a06e1742.bam	958203c606c859ce22974914a06e1742	7420303478	validated
194714a5-29c3-4f42-97a4-85472e0d802a	c9e0bcc6225b28c958118e6cf12c18b2.bam	c9e0bcc6225b28c958118e6cf12c18b2	6596659603	validated
1984d774-fcab-41c3-aab6-d622e9e15fe1	793fab50b356e56a5b14658cb07151cc.bam	793fab50b356e56a5b14658cb07151cc	12511863197	validated
19d42b15-957b-4cbf-8360-13491184b6a7	045e066b890448cf6c5c0df29a1ddb1c.bam	045e066b890448cf6c5c0df29a1ddb1c	7049950608	validated
19f75c7a-37b4-4da3-b4d0-a4d48a926a2e	80fd9d9566ce16d6d29590d6177f51ea.bam	80fd9d9566ce16d6d29590d6177f51ea	7177907582	validated
1aee0759-e6e0-475f-828a-27ac09fe2337	c766dfa8f4e403de58e027ff2c8e5580.bam	c766dfa8f4e403de58e027ff2c8e5580	8578810344	validated
1b65842e-1846-4c59-b8d1-e0a348c6ed1a	5fc6c9bef194ae21f29095559689263a.bam	5fc6c9bef194ae21f29095559689263a	12987783884	validated
1b7fe224-1476-40c8-8235-9e2974402574	660744f2f70a868ab4cb2e628101e667.bam	660744f2f70a868ab4cb2e628101e667	6650248024	validated
1ba3a3f6-bd14-43ce-82fd-544765a7ec58	81eba1c8f488a2f9fc81c6cbca870560.bam	81eba1c8f488a2f9fc81c6cbca870560	6327527882	validated
1bf304ff-fbd7-4b8f-8222-3c46d4ea4613	355d12256e94220aa974390505b08084.bam	355d12256e94220aa974390505b08084	6530229391	validated
1bfd3b85-53ed-4213-9738-68353fe1a6fc	405cfe1bbf34326d65096a5f33d2a4d9.bam	405cfe1bbf34326d65096a5f33d2a4d9	7099682012	validated
1c1e015b-d22c-4c8d-9461-9682d6c5f121	c9303df692f81125e8ec3b7b8fa5d723.bam	c9303df692f81125e8ec3b7b8fa5d723	5993799166	validated
1c3c7a95-1b85-4850-ba01-36e5018c44c5	01a3b26f70ac0d58099eeb6283815c5f.bam	01a3b26f70ac0d58099eeb6283815c5f	5947456932	validated
1d56d4d6-0516-4199-82be-08b2e988b0a0	05e89a7a649b34d194b025c036475392.bam	05e89a7a649b34d194b025c036475392	7705350894	validated
1e690187-2f20-4e61-9821-b45b850625a6	046047fe98a4e61b431b91622be1d833.bam	046047fe98a4e61b431b91622be1d833	6528877915	validated
1f33f907-0ed9-4eff-8e55-8a1a7548317a	5849599923bb20d9ad57a9688ac0e77f.bam	5849599923bb20d9ad57a9688ac0e77f	6186831204	validated
1f8f47cb-fdb0-4a5a-b34e-c6624c613b28	88e5380e843c7c7c3c8497877c502277.bam	88e5380e843c7c7c3c8497877c502277	6678850005	validated
20c0b322-d1cf-468c-9e47-ab7cd6ac9226	1ae83809a4f3b56b61c0bd803826c94f.bam	1ae83809a4f3b56b61c0bd803826c94f	7199755597	validated
20dffa04-f83a-44ea-a6df-4680a8c3da01	f7ca974a7823c30b3eaecc0762b5ecdb.bam	f7ca974a7823c30b3eaecc0762b5ecdb	6704846157	validated
213d7a77-9c4f-4dee-a6c7-ae705dc527ba	98e4b4da2e75d756a064a8c4c312878f.bam	98e4b4da2e75d756a064a8c4c312878f	5988863584	validated
21bf3787-bda8-45ef-9659-26ee11bcca3d	719021ebb5147ab1ba5168e9ef28317e.bam	719021ebb5147ab1ba5168e9ef28317e	7561728540	validated
233ddbcb-daa9-4ed6-9c9d-27226ca4c7e3	66a28cd138eb36ab5ab23b1e57a20eb6.bam	66a28cd138eb36ab5ab23b1e57a20eb6	7103526265	validated
2419ce62-25ea-454c-aed9-986d3b3f4748	0e97f75dc6895fb72ea3187e6b2a8060.bam	0e97f75dc6895fb72ea3187e6b2a8060	11562771212	validated
243461c7-020a-4ac7-afec-68d2afc60f4e	d3b359414ac12c396c9ea4016447367d.bam	d3b359414ac12c396c9ea4016447367d	6295698522	validated
24578a82-5d7c-40fb-8b4a-d1610a7bbf6a	a20d0ce7b5bd5a62288d0fdb08898b37.bam	a20d0ce7b5bd5a62288d0fdb08898b37	6255459692	validated
2471f6e9-c2be-4daa-ad51-9062fb26a018	570f487571ded6319feaebe613e7063f.bam	570f487571ded6319feaebe613e7063f	6938592927	validated
2498ce1f-a7af-4298-bd23-1f889e94a5c7	4026c4ea9a6bd51b8bfe8ad5211736d7.bam	4026c4ea9a6bd51b8bfe8ad5211736d7	4434815704	validated
24b6e907-c736-49b5-bd46-c71e0d0dba68	a6100dbdec9794c2a707bf5899e34ffe.bam	a6100dbdec9794c2a707bf5899e34ffe	5797708266	validated
2554ea57-d9d7-41de-a321-b159a14deb37	cff1c9a8684acf1306c7379bdb99f17b.bam	cff1c9a8684acf1306c7379bdb99f17b	7355937438	validated
2595808a-0ebc-4a12-bb06-8f3bca8ec0d4	f5947797db7e3a915dab1162100eda0c.bam	f5947797db7e3a915dab1162100eda0c	6797389339	validated
25fbbe83-7a20-49f9-9444-80ca6926048b	c53c3037aca2352107aaeb9f7d0ae85e.bam	c53c3037aca2352107aaeb9f7d0ae85e	7919639826	validated
265956bb-b399-4f97-a018-4bc4091787b7	ca6ef78b9dd6d503d38bda4600560f6b.bam	ca6ef78b9dd6d503d38bda4600560f6b	5119202579	validated
26a6da6f-287d-40d7-bc55-22a756a4d631	f9fc7a532b12c6427ce77f410157badf.bam	f9fc7a532b12c6427ce77f410157badf	3309652497	validated
26bd01f8-6d71-464e-a42a-160125168cc1	dddcdd90e00b42941ab927b0cd64f7c3.bam	dddcdd90e00b42941ab927b0cd64f7c3	6564959479	validated
26d5b78e-dad3-4ce3-b9be-eefe312408d8	837895383153ab113a828b44e4e94225.bam	837895383153ab113a828b44e4e94225	6779830459	validated
273211c0-bf52-4d23-b557-63b89e3b89ad	e39ec603cea102f3add1ee10e154446f.bam	e39ec603cea102f3add1ee10e154446f	7687225098	validated
289ecf10-888d-4bb3-ae49-884b2f8d84f6	9dc77dab75301da0537ed21cd1def933.bam	9dc77dab75301da0537ed21cd1def933	10319389983	validated
28cff34a-490e-4c35-ad7f-ace9a0a1b90d	8c2f3fed907c19a0c031760ced6a45d9.bam	8c2f3fed907c19a0c031760ced6a45d9	4908541330	validated
28f00218-86f2-4054-b2d5-4808bc5264af	1835929df543a58e773cd7131fc48efc.bam	1835929df543a58e773cd7131fc48efc	4046293818	validated
28f83de6-2e15-4e3f-aa82-849bc7f2e8b9	ba06c10b4002c3807de18add0fe6a0ec.bam	ba06c10b4002c3807de18add0fe6a0ec	5073809003	validated
29b2895a-5803-4db4-a6c6-9809638d5067	deba4dbaafba7d3a0bf11a95baaea71b.bam	deba4dbaafba7d3a0bf11a95baaea71b	6590485109	validated
29dd128e-d955-4a83-89b3-746a24251c8e	a3870f38eb43577015f794e6054226c4.bam	a3870f38eb43577015f794e6054226c4	7035279786	validated
2a4323dc-f913-4bbe-bb00-f203cf72d0f3	04de0629f3af563b88f863c8ed23e54c.bam	04de0629f3af563b88f863c8ed23e54c	4832943222	validated
2a90ce05-9484-4969-a59f-909a721adcd4	8a4c3c60bf396d5e5866475f39f10035.bam	8a4c3c60bf396d5e5866475f39f10035	6984946834	validated
2b11b394-cc6e-4cae-a1e9-7f34e15a382a	f7759f674b36f13222573250f127eb65.bam	f7759f674b36f13222573250f127eb65	6479231875	validated
2c5f1605-36c1-428b-9174-0eaac9cd8b85	9bd55004f8876c3304769947a79616c8.bam	9bd55004f8876c3304769947a79616c8	4325093219	validated
2cf8d7f2-2684-44ef-8949-909eb892481c	2dbb1dab70d5fcd57e2a317f2540e8fe.bam	2dbb1dab70d5fcd57e2a317f2540e8fe	5167903341	validated
2daa2e70-bd7d-4c39-b96f-3a11a94e11e2	fb3fb9efe3dc00d1a163d942b4ece027.bam	fb3fb9efe3dc00d1a163d942b4ece027	4822329351	validated
2df9031c-106e-4c39-82ab-96d10c0ac78a	833c4efa464c5c8bfcd74f251f858948.bam	833c4efa464c5c8bfcd74f251f858948	7678789570	validated
2e7f30b0-14ab-44d9-9056-b928adc88304	015de23d51a76d7dae9033796eb60f6e.bam	015de23d51a76d7dae9033796eb60f6e	7487339243	validated
2f12c208-05e3-460c-9678-d245c35f9488	bdeb8f3c8241113454d863c661df2322.bam	bdeb8f3c8241113454d863c661df2322	4697318313	validated
2f24a1dd-54da-4a8a-a5d4-f6dcd07d7df6	5d6d056554f9ccf43bf8c11534001d3f.bam	5d6d056554f9ccf43bf8c11534001d3f	7022643997	validated
3003887f-77c5-42d3-94c5-ce40afa3a052	b7a7d8921bb63bd14760490d8b8fd70c.bam	b7a7d8921bb63bd14760490d8b8fd70c	7529694599	validated
30acb36c-1ea6-4c4c-b922-0829dbdbf66a	3321822737a750b4d3045ec353811543.bam	3321822737a750b4d3045ec353811543	8510593700	validated
30ee352a-3e83-48c0-a784-e879c7882715	24bd6d11e429945df9f6dccf0ce25339.bam	24bd6d11e429945df9f6dccf0ce25339	5467818669	validated
30f67807-db7c-4c71-9763-75c72022a700	10920528ff45cae36c70846e7df05135.bam	10920528ff45cae36c70846e7df05135	5908698494	validated
3213c320-a3fe-4185-9ab1-b1833c1c40eb	5ad54429ba416dc6c916fa9461b42c07.bam	5ad54429ba416dc6c916fa9461b42c07	7041426513	validated
323ef19b-41da-4f99-90c4-6ae4cc1be945	ea51284cff73ade2ddea37dc0d8a5414.bam	ea51284cff73ade2ddea37dc0d8a5414	7748658402	validated
339ca505-92b5-453e-8281-20f23c8136ef	941ff4d6c4c63a54cf55bfd4711beab6.bam	941ff4d6c4c63a54cf55bfd4711beab6	4324241150	validated
33cd121c-d86e-4688-862f-e7573a0938a9	66d60518519ec17df0e54f16eb81f040.bam	66d60518519ec17df0e54f16eb81f040	6060687466	validated
346255da-ba18-4746-9b33-411d93604c1f	72492329e43c76ba1889290ff4e73e43.bam	72492329e43c76ba1889290ff4e73e43	6215944419	validated
3472ea72-7175-4d2e-a3d2-551b462a20fe	4e7a0ad1e471579888e8c1ac820f4a51.bam	4e7a0ad1e471579888e8c1ac820f4a51	6314472403	validated
349ac80f-377c-4f5d-b5c4-8b8d4dda8a4e	16a331fbb17420e1cd9462b0d1859da6.bam	16a331fbb17420e1cd9462b0d1859da6	7878737977	validated
34f3252f-aecc-4e28-b99a-b4a4a91fa006	a73254a456351632646726cc29ebe321.bam	a73254a456351632646726cc29ebe321	5912357373	validated
3593df51-f597-487c-91f1-722afb55cff9	aa8273138d742b75fb4e06fa82d6dea0.bam	aa8273138d742b75fb4e06fa82d6dea0	6239831134	validated
35a8d05b-c8f0-4e12-8cd8-8f9b4ea01238	993ad9e870eb3a27444d1f8e8dc980c5.bam	993ad9e870eb3a27444d1f8e8dc980c5	6056147459	validated
36973726-922a-43fa-96ce-d3c73a69d359	74d14f74b92e281319553ac498189f5b.bam	74d14f74b92e281319553ac498189f5b	4361344963	validated
378d6862-33eb-467b-9814-fed9a191f77d	bd31d2eb7898c7061ad91980bf80ffaa.bam	bd31d2eb7898c7061ad91980bf80ffaa	5668109153	validated
3900c887-cdf8-4862-8f46-348c8d69e3b1	141a9fa7a39f3c8dfba0531fbf92397f.bam	141a9fa7a39f3c8dfba0531fbf92397f	6263720547	validated
39ac6a7c-f78a-473e-a2b3-c95d413967fd	84984c19ea88ad2859f58eb878035d7f.bam	84984c19ea88ad2859f58eb878035d7f	3244472815	validated
3d3d3e5a-34e5-45ec-bf67-d90bd1052fd0	bcaafb10246fbd21984e13351516efd7.bam	bcaafb10246fbd21984e13351516efd7	4298344862	validated
3ef9725c-7383-4135-9f00-3b8df819265e	0b0b0c05a632091b86c1d46a5eb84f5e.bam	0b0b0c05a632091b86c1d46a5eb84f5e	6595159746	validated
3f5d14dd-224a-4bed-8e6e-1e033ec1f999	f3f73c0869790ba3f634da5338b72b88.bam	f3f73c0869790ba3f634da5338b72b88	6665409922	validated
3f65db00-4862-427f-a267-8c2d0bcbd238	784eda911c3cae47bb881467fbf8d6be.bam	784eda911c3cae47bb881467fbf8d6be	4766729165	validated
402200cd-6004-4f8c-84fc-9bf046a3572f	1a0e0dab5503606af00c6301ae9208db.bam	1a0e0dab5503606af00c6301ae9208db	6975249850	validated
40918c4e-3859-4076-9470-2ddfdf0684cd	073f759da2706ee6772c5d9e3c899d21.bam	073f759da2706ee6772c5d9e3c899d21	4569209023	validated
40bdb189-909f-4447-900f-ee1663e06141	163bb7181d4992a0b2d7a78b4e61b478.bam	163bb7181d4992a0b2d7a78b4e61b478	5709361600	validated
40e84c1c-d8df-4042-abfe-61ff8778f80b	f76f5f771289f36c0a81d3e72ecb10cc.bam	f76f5f771289f36c0a81d3e72ecb10cc	4940256011	validated
411493d8-d8c7-470f-9b29-ba05c17b0b48	93f642575bd3fec0a43823cd37a86cb6.bam	93f642575bd3fec0a43823cd37a86cb6	5192770179	validated
421033fc-dc34-4b97-a30c-ff1b545ea75c	83476e7a1eee8a7ca5bc824b588c7a7f.bam	83476e7a1eee8a7ca5bc824b588c7a7f	6595304714	validated
42789640-263e-4bd6-8d41-13fb605e56ad	83d6bbccb9ee43424a0dbf15e402247e.bam	83d6bbccb9ee43424a0dbf15e402247e	6202565873	validated
428dda0b-2316-4940-a2b9-034d82def7f2	447935fb447fdbcc5e9960e2595f1274.bam	447935fb447fdbcc5e9960e2595f1274	5826003804	validated
429bd93c-35d8-4fcb-8505-7da2ca29b783	ee98649a704dfe44ba9d7f321dc74ac6.bam	ee98649a704dfe44ba9d7f321dc74ac6	8008854575	validated
42f8360f-37dc-4f8f-98d4-a2e28faa1568	b99f6e1eaea6ed7980eab141bc11d6de.bam	b99f6e1eaea6ed7980eab141bc11d6de	6205005153	validated
4485d70c-6db7-432e-9d0d-ba93da2e91bd	b291140c6e59e0cd1e6e03cfef0bde41.bam	b291140c6e59e0cd1e6e03cfef0bde41	4365301469	validated
44d2b353-b4f2-42a7-b9c9-88a5ab7cf223	a2c237749aac417f2800972c83a7117f.bam	a2c237749aac417f2800972c83a7117f	5980851393	validated
44ecd0c6-bc63-4442-bf1f-48f937c9ed3b	41526ca8484c3ecaa8d4daf699f423ee.bam	41526ca8484c3ecaa8d4daf699f423ee	4158398327	validated
45be70cc-4c09-437b-afa8-945d8750c0ae	2ed1244455168fe51a180a56b1b89b44.bam	2ed1244455168fe51a180a56b1b89b44	5065263903	validated
45c8d0a2-c31c-4b71-b957-409839d168f4	275d32224a6fab8e0ede4d895666f0c9.bam	275d32224a6fab8e0ede4d895666f0c9	6508278174	validated
45c9e0f7-08ab-458a-924e-b86fdf4c30dd	ed7412bb15a7f37de6cf039c1fd0158c.bam	ed7412bb15a7f37de6cf039c1fd0158c	12378850756	validated
45da664f-c7c4-4c85-80a8-182a893a2b53	3c2d78da474b8010f57247ad968325bc.bam	3c2d78da474b8010f57247ad968325bc	3395519252	validated
465efbbe-da9e-4236-b154-40368ed4e970	695e62794f5cc1bc961e2e237a5dfd81.bam	695e62794f5cc1bc961e2e237a5dfd81	5251245444	validated
468f8d8b-b068-4c6c-bd5b-65e8c9f24f45	1ffae61a62dc1120506a34e61d283ab6.bam	1ffae61a62dc1120506a34e61d283ab6	4580308818	validated
471f7980-97cb-4404-93d1-8afe7f21d71e	f823d2c5a6bb247791195655116474a7.bam	f823d2c5a6bb247791195655116474a7	7924553987	validated
47fb7d14-8271-480c-96a1-b70c42793060	7c762bcbe76ae7b8f58a4efa46754109.bam	7c762bcbe76ae7b8f58a4efa46754109	5450525686	validated
487ae512-a070-4948-8e75-19a2e1b5c643	0463c1ec7ceefd79419b19d3fd4a5418.bam	0463c1ec7ceefd79419b19d3fd4a5418	4038241220	validated
4896fe18-3d09-4962-b9ab-385b8462a509	52d3db71d1343b1c518e02b54251ad86.bam	52d3db71d1343b1c518e02b54251ad86	6625659033	validated
48aea08b-f402-4f48-b09e-8ee419c99cc9	3bbe17bddf3e4610026ebe294c7af1be.bam	3bbe17bddf3e4610026ebe294c7af1be	13273441166	validated
49c9ca2c-b4b1-4e3a-8147-6a1f688095ab	055194e87c6080c97087ed506337316c.bam	055194e87c6080c97087ed506337316c	6400246194	validated
49e308b8-0dcc-4f19-a975-34383a772612	c2d64fccf63e8a22fa79eb46832fbd17.bam	c2d64fccf63e8a22fa79eb46832fbd17	5552368687	validated
4a2a2f41-8aa3-4804-9204-67df866b284b	920f24740be12501826a5c6f7ae82d52.bam	920f24740be12501826a5c6f7ae82d52	3785437369	validated
4a6ab646-eed0-4e92-9ac6-3a0aaabb2f05	368dffbd314958d509481b7b0fa6b789.bam	368dffbd314958d509481b7b0fa6b789	3940132748	validated
4b599997-53e7-47f6-8bbd-e8a218a651eb	b80888aaa9df73a5a4024a110e2d6402.bam	b80888aaa9df73a5a4024a110e2d6402	8254741886	validated
4c74edd7-2044-49bf-8b75-8a1c6f6086cb	8dc453077c01d2c3ce6ac16d512434de.bam	8dc453077c01d2c3ce6ac16d512434de	5318815366	validated
4d6ecb11-c687-4fb7-8f29-0e60da9e0dec	4075409479ae398b5716cd1be35b61fb.bam	4075409479ae398b5716cd1be35b61fb	12676946636	validated
4dc760be-b3ac-466b-9dd0-abe59e881884	29170ba2729c5ec47fcdac14082ab059.bam	29170ba2729c5ec47fcdac14082ab059	5225331876	validated
4e877cac-090f-4e79-aa69-79e3534ae633	bf7dcdd5ddd9630434b8cf4132936c74.bam	bf7dcdd5ddd9630434b8cf4132936c74	6852097756	validated
4eb1ff4e-4eaa-437a-99e0-c1c3b23a81f1	4bba716d57a3fbabe585c6d7cb0428aa.bam	4bba716d57a3fbabe585c6d7cb0428aa	5276137636	validated
4fc3c286-6cc6-4ff3-ba7c-a0c1d7df1cb2	398e0f0afba934fcd637328a46475b62.bam	398e0f0afba934fcd637328a46475b62	5250706940	validated
5018c293-bffc-4e98-bfed-cddde119e0a7	7f13af556295569d2945db5e5d1d6611.bam	7f13af556295569d2945db5e5d1d6611	6253751370	validated
5180ae98-4e56-4166-bdb5-140766212f4f	e60bc65afe67a1eebcf5dc62f537d011.bam	e60bc65afe67a1eebcf5dc62f537d011	5835288668	validated
51bde95e-041a-43af-abfa-8851cf6abe9a	b29148e3060ee9594ef4fdbc5821929f.bam	b29148e3060ee9594ef4fdbc5821929f	6567607346	validated
51fbb697-db7c-4859-8743-f20ce4552f91	96dea0c2a1967812adcde6c6f096eca1.bam	96dea0c2a1967812adcde6c6f096eca1	4723456534	validated
539540a8-34ae-4e52-a901-7341a947296d	d868c513dcbe1fb9cdfd873220893125.bam	d868c513dcbe1fb9cdfd873220893125	5774018642	validated
53ada53f-a262-4a8f-9713-6b0253a86afa	855a830f38401f93d52aae753a4c9fb6.bam	855a830f38401f93d52aae753a4c9fb6	4884616203	validated
54d31745-054b-4dde-9b46-85fa76d71c4d	28bdce76404c4a5a9a766c6e93f390ed.bam	28bdce76404c4a5a9a766c6e93f390ed	4797741635	validated
557f1143-2eca-425d-8769-90f1722c1f10	2b33d18431c049ea4a53e8c7f71dd777.bam	2b33d18431c049ea4a53e8c7f71dd777	8411806703	validated
55ba31e5-fd44-4d94-9833-99a8fea44821	4a267d31af9b6fc9ba1d199f02664420.bam	4a267d31af9b6fc9ba1d199f02664420	8613404725	validated
55d16559-d8e8-47dd-a92b-e0ab6beb7578	22c6a20d9a7a5850f790e22d5d641569.bam	22c6a20d9a7a5850f790e22d5d641569	4807072226	validated
56a4c4de-d026-4465-aaaa-ff7b411874da	f916c75befe4df293152af74faf0393b.bam	f916c75befe4df293152af74faf0393b	6766989713	validated
587f5362-e0be-4993-bb6a-8da4c17c2095	28922f65fbc5b98b16fe9603eecad6f1.bam	28922f65fbc5b98b16fe9603eecad6f1	6895446848	validated
591fca31-185f-4582-9e78-0f3ff375d1c9	0ccfad36d05aaa31b4ebb586b8e5b3cd.bam	0ccfad36d05aaa31b4ebb586b8e5b3cd	4513047605	validated
59e915eb-88bc-4fa7-a36d-5f08de7c84e7	13f53e813b04e294ac9f285861f532d4.bam	13f53e813b04e294ac9f285861f532d4	5561215263	validated
5a71111e-9ee2-4e72-af86-4d8551b4c31f	b7fc0f7213c1da7fd5eec230fb48de60.bam	b7fc0f7213c1da7fd5eec230fb48de60	4325961183	validated
5c141725-b08c-449e-b851-12167a640b0d	a0cf7fd65b37c6ca80beac52cf30f8f5.bam	a0cf7fd65b37c6ca80beac52cf30f8f5	6224589891	validated
5c3f2b73-bce6-4117-bd6b-56428756975e	9b20b3f426dc1c4ed32a751ea107d8cb.bam	9b20b3f426dc1c4ed32a751ea107d8cb	6205520041	validated
5d72a599-6385-489c-9f54-a3d8940ec925	8c7e066f981373c5e4790167e2739f2d.bam	8c7e066f981373c5e4790167e2739f2d	6916237167	validated
5e05dea3-b285-47a6-971b-34e7e3a57716	e99be498b2afd8f5d5d9d36c589ec9ce.bam	e99be498b2afd8f5d5d9d36c589ec9ce	6531528872	validated
5f526f37-04cc-4650-91ab-dd993c6b5cb8	4626c29061cff5a4ad803e460d1d4a25.bam	4626c29061cff5a4ad803e460d1d4a25	7996977653	validated
5fc806f5-4407-41f8-9289-901dc2e40124	e6c2c8aa65a43ef59608087ee00a702c.bam	e6c2c8aa65a43ef59608087ee00a702c	11908477689	validated
